,year,taxagroup,taxaname,value
16174,2022.0,macroalgae,Apoglossum ruscifolium,4
16175,2022.0,macroalgae,Asparagopsis armata,6
16176,2022.0,macroalgae,Bacillariophyceae,1
16177,2022.0,macroalgae,Bangia atropurpurea,6
16178,2022.0,macroalgae,Blidingia minima,8
16179,2022.0,macroalgae,Boergeseniella sp.,6
16180,2022.0,macroalgae,Bolboschoenus maritimus,8
16181,2022.0,macroalgae,Bonnemaisonia asparagoides,2
16182,2022.0,macroalgae,Bonnemaisonia hamifera,2
16183,2022.0,macroalgae,Bonnemaisonia sp.,17
16184,2022.0,macroalgae,Bornetia secundiflora,1
16185,2022.0,macroalgae,Bostrychia scorpioides,9
16186,2022.0,macroalgae,Bryopsis plumosa,2
16187,2022.0,macroalgae,Calliblepharis jubata,3
16188,2022.0,macroalgae,Caloplaca marina,1
16189,2022.0,macroalgae,Catenella caespitosa,8
16190,2022.0,macroalgae,Caulacanthus ustulatus,59
16191,2022.0,macroalgae,Centroceras gasparrinii,5
16192,2022.0,macroalgae,Ceramiales,38
16193,2022.0,macroalgae,Ceramium botryocarpum,4
16194,2022.0,macroalgae,Chaetomorpha linum,8
16195,2022.0,macroalgae,Champia parvula,18
16196,2022.0,macroalgae,Chondracanthus acicularis,39
16197,2022.0,macroalgae,Chondria coerulescens,21
16198,2022.0,macroalgae,Chondrus crispus,1
16199,2022.0,macroalgae,Chrysymenia ventricosa,1
16200,2022.0,macroalgae,Chthamalus sp.,51
16201,2022.0,macroalgae,Chylocladia verticillata,3
16202,2022.0,macroalgae,Cladophora prolifera,1
16203,2022.0,macroalgae,Cladophora sp.,27
16204,2022.0,macroalgae,Cladostephus spongiosus,4
16205,2022.0,macroalgae,Clibanarius erythropus,5
16206,2022.0,macroalgae,Codium adhaerens,10
16207,2022.0,macroalgae,Codium fragile,1
16208,2022.0,macroalgae,Codium tomentosum,1
16209,2022.0,macroalgae,Corallina officinalis,4
16210,2022.0,macroalgae,Cryptopleura ramosa,7
16211,2022.0,macroalgae,Cyanophyceae,2
16212,2022.0,macroalgae,Cystoseira baccata,1
16213,2022.0,macroalgae,Cystoseira tamariscifolia,1
16214,2022.0,macroalgae,Demospongiae,8
16215,2022.0,macroalgae,Derbesia tenuissima,4
16216,2022.0,macroalgae,Dictyota dichotoma,14
16217,2022.0,macroalgae,Ectocarpales,1
16218,2022.0,macroalgae,Electra pilosa,1
16219,2022.0,macroalgae,Ellisolandia elongata,56
16220,2022.0,macroalgae,Enteromorpha sp.,40
16221,2022.0,macroalgae,Eulalia clavigera,6
16222,2022.0,macroalgae,Falkenbergia rufolanosa,18
16223,2022.0,macroalgae,Fucus ceranoides,27
16224,2022.0,macroalgae,Fucus guiryi,4
16225,2022.0,macroalgae,Fucus spiralis,1
16226,2022.0,macroalgae,Gelidium corneum,5
16227,2022.0,macroalgae,Gelidium pusillum,50
16228,2022.0,macroalgae,Gelidium spinosum,21
16229,2022.0,macroalgae,Gibbula umbilicalis,6
16230,2022.0,macroalgae,Gracilaria sp.,12
16231,2022.0,macroalgae,Grateloupia filicina,1
16232,2022.0,macroalgae,Gymnogongrus crenulatus,10
16233,2022.0,macroalgae,Halichondria panicea,1
16234,2022.0,macroalgae,Halopithys incurva,3
16235,2022.0,macroalgae,Halopteris scoparia,21
16236,2022.0,macroalgae,Halurus equisetifolius,12
16237,2022.0,macroalgae,Herposiphonia secunda,15
16238,2022.0,macroalgae,Hildenbrandia rubra,41
16239,2022.0,macroalgae,Hypnea musciformis,8
16240,2022.0,macroalgae,Jania rubens,24
16241,2022.0,macroalgae,Laurencia obtusa,17
16242,2022.0,macroalgae,Leathesia marina,6
16243,2022.0,macroalgae,Lichina confinis,1
16244,2022.0,macroalgae,Lichina pygmaea,11
16245,2022.0,macroalgae,Lithophyllum byssoides,20
16246,2022.0,macroalgae,Lithophyllum incrustans,61
16247,2022.0,macroalgae,Lomentaria articulata,3
16248,2022.0,macroalgae,Lyngbya sp.,8
16249,2022.0,macroalgae,Magallana gigas,1
16250,2022.0,macroalgae,Mastocarpus stellatus,5
16251,2022.0,macroalgae,Melarhaphe neritoides,34
16252,2022.0,macroalgae,Mesophyllum lichenoides,27
16253,2022.0,macroalgae,Mytilus galloprovincialis,48
16254,2022.0,macroalgae,Nemalion elminthoides,4
16255,2022.0,macroalgae,Nitophyllum punctatum,5
16256,2022.0,macroalgae,Osmundea pinnatifida,11
16257,2022.0,macroalgae,Pachygrapsus marmoratus,1
16258,2022.0,macroalgae,Paracentrotus lividus,17
16259,2022.0,macroalgae,Patella intermedia,45
16260,2022.0,macroalgae,Patella rustica,19
16261,2022.0,macroalgae,Patella ulyssiponensis,38
16262,2022.0,macroalgae,Patella vulgata,24
16263,2022.0,macroalgae,Perforatus perforatus,6
16264,2022.0,macroalgae,Peyssonnelia coriacea,1
16265,2022.0,macroalgae,Peyssonnelia sp.,1
16266,2022.0,macroalgae,Phorcus lineatus,10
16267,2022.0,macroalgae,Phymatolithon lenormandii,11
16268,2022.0,macroalgae,Plocamium cartilagineum,19
16269,2022.0,macroalgae,Pollicipes pollicipes,3
16270,2022.0,macroalgae,Polysiphonia atlantica,3
16271,2022.0,macroalgae,Polysiphonia sp.,9
16272,2022.0,macroalgae,Porphyra linearis,3
16273,2022.0,macroalgae,Pterocladiella capillacea,10
16274,2022.0,macroalgae,Pterosiphonia complanata,12
16275,2022.0,macroalgae,Pterosiphonia sp.,11
16276,2022.0,macroalgae,Ralfsia verrucosa,42
16277,2022.0,macroalgae,Rhodymenia pseudopalmata,3
16278,2022.0,macroalgae,Rhodymenia sp.,1
16279,2022.0,macroalgae,Rivularia bullata,1
16280,2022.0,macroalgae,Serpulidae,7
16281,2022.0,macroalgae,Spartina sp.,20
16282,2022.0,macroalgae,Sphacelaria sp.,10
16283,2022.0,macroalgae,Steromphala pennanti,1
16284,2022.0,macroalgae,Stramonita haemastoma,1
16285,2022.0,macroalgae,Taonia atomaria,1
16286,2022.0,macroalgae,Titanoderma pustulatum,3
16287,2022.0,macroalgae,Ulva clathrata,15
16288,2022.0,macroalgae,Ulva compressa,16
16289,2022.0,macroalgae,Ulva intestinalis,2
16290,2022.0,macroalgae,Ulva rigida,53
16291,2022.0,macroalgae,Ulva sp.,24
16292,2022.0,macroalgae,Vaucheria sp.,15
16293,2022.0,macroalgae,Verrucaria maura,16
16294,2022.0,macroalgae,Vertebrata fruticulosa,5
16295,2022.0,macroalgae,Xantho hydrophilus,1
16296,2022.0,macroalgae,Xiphosiphonia pennata,2
16297,2022.0,macroalgae,Zanardinia typus,10
16298,2022.0,macroalgae,Zostera noltei,5
16299,2022.0,phytoplankton,Alexandrium,15
16300,2022.0,phytoplankton,Alexandrium minutum,5
16301,2022.0,phytoplankton,Amphidinium crassum,4
16302,2022.0,phytoplankton,Apedinella radians,3
16303,2022.0,phytoplankton,Asteromphalus flabellatus,2
16304,2022.0,phytoplankton,Asteromphalus sarcophagus,2
16305,2022.0,phytoplankton,Azadinium,8
16306,2022.0,phytoplankton,Bacteriastrum,2
16307,2022.0,phytoplankton,Bacteriastrum hyalinum,1
16308,2022.0,phytoplankton,Bellerochea malleus,2
16309,2022.0,phytoplankton,Bellerochea polymorpha,7
16310,2022.0,phytoplankton,Blixaea quinquecornis,8
16311,2022.0,phytoplankton,Centrales,24
16312,2022.0,phytoplankton,Centrodinium,1
16313,2022.0,phytoplankton,Cerataulina bergonii,18
16314,2022.0,phytoplankton,Chaetoceros,29
16315,2022.0,phytoplankton,Chaetoceros (Hyalochaete),23
16316,2022.0,phytoplankton,Chaetoceros abnormis,6
16317,2022.0,phytoplankton,Chaetoceros affinis,5
16318,2022.0,phytoplankton,Chaetoceros anastomosans,2
16319,2022.0,phytoplankton,Chaetoceros crinitus,4
16320,2022.0,phytoplankton,Chaetoceros curvisetus,12
16321,2022.0,phytoplankton,Chaetoceros danicus,14
16322,2022.0,phytoplankton,Chaetoceros debilis,2
16323,2022.0,phytoplankton,Chaetoceros densus,2
16324,2022.0,phytoplankton,Chaetoceros didymus,5
16325,2022.0,phytoplankton,Chaetoceros peruvianus,3
16326,2022.0,phytoplankton,Chaetoceros pseudocurvisetus,7
16327,2022.0,phytoplankton,Chaetoceros salsugineum,17
16328,2022.0,phytoplankton,Chaetoceros similis,7
16329,2022.0,phytoplankton,Chaetoceros socialis,2
16330,2022.0,phytoplankton,Chlamydomonas,4
16331,2022.0,phytoplankton,Chlorophyta,2
16332,2022.0,phytoplankton,Chroomonas,1
16333,2022.0,phytoplankton,Chrysochromulina lanceolata,10
16334,2022.0,phytoplankton,Cochlodinium convolutum,3
16335,2022.0,phytoplankton,Coolia monotis,1
16336,2022.0,phytoplankton,Corethron pennatum,1
16337,2022.0,phytoplankton,Coscinodiscus,2
16338,2022.0,phytoplankton,Coscinosira mediterranea,3
16339,2022.0,phytoplankton,Cryptomonas,1
16340,2022.0,phytoplankton,Cryptophyceae,17
16341,2022.0,phytoplankton,Cyclotella,2
16342,2022.0,phytoplankton,Cylindrotheca closterium,8
16343,2022.0,phytoplankton,Diatoma vulgaris,1
16344,2022.0,phytoplankton,Dictyocha fibula,11
16345,2022.0,phytoplankton,Dinobryon faculiferum,10
16346,2022.0,phytoplankton,Dinophyceae,12
16347,2022.0,phytoplankton,Dinophysis acuminata,5
16348,2022.0,phytoplankton,Dinophysis caudata,3
16349,2022.0,phytoplankton,Dinophysis fortii,1
16350,2022.0,phytoplankton,Dinophysis infundibulum,5
16351,2022.0,phytoplankton,Dinophysis nasuta,2
16352,2022.0,phytoplankton,Dinophysis ovum,4
16353,2022.0,phytoplankton,Ebria tripartita,2
16354,2022.0,phytoplankton,Erythropsidinium agile,3
16355,2022.0,phytoplankton,Eucampia zodiacus,1
16356,2022.0,phytoplankton,Euglenoida,2
16357,2022.0,phytoplankton,Eutreptia globulifera,4
16358,2022.0,phytoplankton,Eutreptiella,25
16359,2022.0,phytoplankton,Gonyaulax,2
16360,2022.0,phytoplankton,Gonyaulax digitale,6
16361,2022.0,phytoplankton,Gonyaulax fragilis,1
16362,2022.0,phytoplankton,Gonyaulax inflata,1
16363,2022.0,phytoplankton,Gonyaulax monacantha,1
16364,2022.0,phytoplankton,Gonyaulax polygramma,4
16365,2022.0,phytoplankton,Gonyaulax spinifera,8
16366,2022.0,phytoplankton,Guinardia blavyana var. blavyana,9
16367,2022.0,phytoplankton,Guinardia striata,1
16368,2022.0,phytoplankton,Gymnodiniales,37
16369,2022.0,phytoplankton,Gyrodinium,28
16370,2022.0,phytoplankton,Gyrodinium flagellare,23
16371,2022.0,phytoplankton,Gyrosigma,4
16372,2022.0,phytoplankton,Halochlorococcum,5
16373,2022.0,phytoplankton,Haslea,12
16374,2022.0,phytoplankton,Haslea wawrikae,4
16375,2022.0,phytoplankton,Helicopedinella tricostata,3
16376,2022.0,phytoplankton,Helicotheca tamesis,1
16377,2022.0,phytoplankton,Hemiaulus,1
16378,2022.0,phytoplankton,Hemiaulus hauckii,7
16379,2022.0,phytoplankton,Hemiselmis,11
16380,2022.0,phytoplankton,Heterocapsa,33
16381,2022.0,phytoplankton,Heterosigma akashiwo,5
16382,2022.0,phytoplankton,Karenia,6
16383,2022.0,phytoplankton,Karenia papilionacea,1
16384,2022.0,phytoplankton,Karlodinium,2
16385,2022.0,phytoplankton,Katablepharis remigera,3
16386,2022.0,phytoplankton,Katodinium,22
16387,2022.0,phytoplankton,Kirchneriella,5
16388,2022.0,phytoplankton,Kryptoperidinium foliaceum,11
16389,2022.0,phytoplankton,Kryptoperidinium triquetrum,7
16390,2022.0,phytoplankton,Lauderia annulata,9
16391,2022.0,phytoplankton,Lauderia pumila,5
16392,2022.0,phytoplankton,Leptocylindrus,21
16393,2022.0,phytoplankton,Leptocylindrus aporus,1
16394,2022.0,phytoplankton,Leptocylindrus convexus,20
16395,2022.0,phytoplankton,Leptocylindrus minimus,4
16396,2022.0,phytoplankton,Lessardia elongata,10
16397,2022.0,phytoplankton,Leucocryptos,25
16398,2022.0,phytoplankton,Licmophora,5
16399,2022.0,phytoplankton,Lingulodinium polyedra,5
16400,2022.0,phytoplankton,Lithodesmium undulatum,10
16401,2022.0,phytoplankton,Melosira moniliformis,4
16402,2022.0,phytoplankton,Melosira varians,5
16403,2022.0,phytoplankton,Melosira nummuloides,8
16404,2022.0,phytoplankton,Meringosphaera mediterranea,4
16405,2022.0,phytoplankton,Mesodinium rubrum,32
16406,2022.0,phytoplankton,Mesoporos perforatus,18
16407,2022.0,phytoplankton,Monoraphidium,2
16408,2022.0,phytoplankton,Navicula membranacea,1
16409,2022.0,phytoplankton,Nitzschia longissima,35
16410,2022.0,phytoplankton,Noctiluca scintillans,4
16411,2022.0,phytoplankton,Octactis speculum,6
16412,2022.0,phytoplankton,Oltmannsiellopsis,2
16413,2022.0,phytoplankton,Oltmannsiellopsis viridis,1
16414,2022.0,phytoplankton,Ostreopsis,4
16415,2022.0,phytoplankton,Oxytoxum caudatum,7
16416,2022.0,phytoplankton,Oxytoxum globosum,2
16417,2022.0,phytoplankton,Oxytoxum gracile,7
16418,2022.0,phytoplankton,Oxytoxum laticeps,4
16419,2022.0,phytoplankton,Oxytoxum sceptrum,3
16420,2022.0,phytoplankton,Oxytoxum scolopax,2
16421,2022.0,phytoplankton,Palaeophalacroma unicinctum,2
16422,2022.0,phytoplankton,Paralia sulcata,3
16423,2022.0,phytoplankton,Pediastrum duplex,1
16424,2022.0,phytoplankton,Pedinellales,17
16425,2022.0,phytoplankton,Pennales,44
16426,2022.0,phytoplankton,Pfiesteria,6
16427,2022.0,phytoplankton,Phaeocystis globosa,2
16428,2022.0,phytoplankton,Phalacroma rapa,1
16429,2022.0,phytoplankton,Phalacroma rotundatum,3
16430,2022.0,phytoplankton,Plagioselmis,42
16431,2022.0,phytoplankton,Pleurosigma,2
16432,2022.0,phytoplankton,Podolampas palmipes,6
16433,2022.0,phytoplankton,Podosira stelligera,1
16434,2022.0,phytoplankton,Polykrikos schwartzii,4
16435,2022.0,phytoplankton,Proboscia alata,18
16436,2022.0,phytoplankton,Pronoctiluca pelagica,2
16437,2022.0,phytoplankton,Prorocentrum,9
16438,2022.0,phytoplankton,Prorocentrum cordatum,6
16439,2022.0,phytoplankton,Prorocentrum dentatum,2
16440,2022.0,phytoplankton,Prorocentrum micans,26
16441,2022.0,phytoplankton,Prorocentrum rhathymum,1
16442,2022.0,phytoplankton,Prorocentrum triestinum,11
16443,2022.0,phytoplankton,Prorocentrum vaginulum,1
16444,2022.0,phytoplankton,Protoceratium reticulatum,14
16445,2022.0,phytoplankton,Protoperidinium,11
16446,2022.0,phytoplankton,Protoperidinium achromaticum,1
16447,2022.0,phytoplankton,Protoperidinium bipes,5
16448,2022.0,phytoplankton,Protoperidinium depressum,2
16449,2022.0,phytoplankton,Protoperidinium diabolum,1
16450,2022.0,phytoplankton,Protoperidinium divergens,11
16451,2022.0,phytoplankton,Protoperidinium steinii,9
16452,2022.0,phytoplankton,Prymnesiophycidae,34
16453,2022.0,phytoplankton,Pseudo-nitzschia,32
16454,2022.0,phytoplankton,Pseudo-nitzschia galaxiae,23
16455,2022.0,phytoplankton,Pseudo-nitzschia multistriata,14
16456,2022.0,phytoplankton,Pseudopediastrum boryanum,1
16457,2022.0,phytoplankton,Pyramimonas,26
16458,2022.0,phytoplankton,Pyrocystis obtusa,1
16459,2022.0,phytoplankton,Pyrophacus horologium,1
16460,2022.0,phytoplankton,Pyxidicula compressa var. compressa,9
16461,2022.0,phytoplankton,Rapaza viridis,12
16462,2022.0,phytoplankton,Rhizosolenia,16
16463,2022.0,phytoplankton,Rhizosolenia delicatula,10
16464,2022.0,phytoplankton,Rhizosolenia flaccida,8
16465,2022.0,phytoplankton,Rhizosolenia fragilissima f. fragilissima,11
16466,2022.0,phytoplankton,Rhizosolenia indica,5
16467,2022.0,phytoplankton,Rhizosolenia phuketensis,6
16468,2022.0,phytoplankton,Rhizosolenia setigera f. setigera,15
16469,2022.0,phytoplankton,Rhodomonas,1
16470,2022.0,phytoplankton,Scenedesmus,5
16471,2022.0,phytoplankton,Sclerodinium calyptroglyphe,1
16472,2022.0,phytoplankton,Scrippsiella,23
16473,2022.0,phytoplankton,Skeletonema,21
16474,2022.0,phytoplankton,Stauridium tetras,1
16475,2022.0,phytoplankton,Teleaulax,39
16476,2022.0,phytoplankton,Teleaulax amphioxeia,15
16477,2022.0,phytoplankton,Teleaulax gracilis,18
16478,2022.0,phytoplankton,Teleaulax minuta,13
16479,2022.0,phytoplankton,Telonema,10
16480,2022.0,phytoplankton,Tenuicylindrus belgicus,3
16481,2022.0,phytoplankton,Tetraselmis,24
16482,2022.0,phytoplankton,Thalassionema,27
16483,2022.0,phytoplankton,Thalassionema nitzschioides,10
16484,2022.0,phytoplankton,Thalassiosira,8
16485,2022.0,phytoplankton,Thalassiothrix longissima,4
16486,2022.0,phytoplankton,Torodinium,21
16487,2022.0,phytoplankton,Triadinium polyedricum,6
16488,2022.0,phytoplankton,Triceratium alternans f. alternans,2
16489,2022.0,phytoplankton,Trieres mobiliensis,5
16490,2022.0,phytoplankton,Tripos,1
16491,2022.0,phytoplankton,Tripos furca,21
16492,2022.0,phytoplankton,Tripos fusus,13
16493,2022.0,phytoplankton,Tripos lineatus,7
16494,2022.0,phytoplankton,Tripos macroceros,1
16495,2022.0,phytoplankton,Tripos longipes,4
16496,2022.0,phytoplankton,Urgorri complanatus,7
16497,2022.0,phytoplankton,Vibrio paxillifer,1
16498,2023.0,fish,Anguilla anguilla,2
16499,2023.0,fish,Arnoglossus laterna,1
16500,2023.0,fish,Arnoglossus thori,1
16501,2023.0,fish,Atherina presbyter,2
16502,2023.0,fish,Buglossidium luteum,4
16503,2023.0,fish,Callionymus lyra,2
16504,2023.0,fish,Carcinus maenas,9
16505,2023.0,fish,Crangon crangon,5
16506,2023.0,fish,Deltentosteus quadrimaculatus,1
16507,2023.0,fish,Dicentrarchus labrax,1
16508,2023.0,fish,Diplodus annularis,2
16509,2023.0,fish,Diplodus cervinus,1
16510,2023.0,fish,Diplodus sargus,6
16511,2023.0,fish,Diplodus vulgaris,1
16512,2023.0,fish,Gobius niger,13
16513,2023.0,fish,Hemigrapsus takanoi,5
16514,2023.0,fish,Hippocampus hippocampus,2
16515,2023.0,fish,Lesueurigobius friesii,1
16516,2023.0,fish,Liocarcinus marmoreus,2
16517,2023.0,fish,Liocarcinus navigator,5
16518,2023.0,fish,Lithognathus mormyrus,3
16519,2023.0,fish,Macropodia rostrata,4
16520,2023.0,fish,Pachygrapsus marmoratus,2
16521,2023.0,fish,Pagellus acarne,1
16522,2023.0,fish,Pagellus erythrinus,1
16523,2023.0,fish,Pagrus pagrus,2
16524,2023.0,fish,Palaemon sp.,8
16525,2023.0,fish,Pilumnus hirtellus,1
16526,2023.0,fish,Pisidia longicornis,3
16527,2023.0,fish,Platichthys flesus,2
16528,2023.0,fish,Pomatoschistus sp.,8
16529,2023.0,fish,Processa nouveli,1
16530,2023.0,fish,Raja undulata,1
16531,2023.0,fish,Scorpaena porcus,1
16532,2023.0,fish,Scorpaena scrofa,1
16533,2023.0,fish,Solea senegalensis,4
16534,2023.0,fish,Solea solea,9
16535,2023.0,fish,Spondyliosoma cantharus,1
16536,2023.0,fish,Syngnathus acus,1
16537,2023.0,fish,Trachurus trachurus,4
16538,2023.0,fish,Upogebia pusilla,1
16539,2023.0,invertebrates,Abarenicola claparedi,1
16540,2023.0,invertebrates,Abra alba,11
16541,2023.0,invertebrates,Abra prismatica,4
16542,2023.0,invertebrates,Abyssoninoe hibernica,3
16543,2023.0,invertebrates,Acanthocardia tuberculata,1
16544,2023.0,invertebrates,Achelia echinata,1
16545,2023.0,invertebrates,Acrocirridae,1
16546,2023.0,invertebrates,Alkmaria romijni,15
16547,2023.0,invertebrates,Ampelisca brevicornis,11
16548,2023.0,invertebrates,Ampelisca cavicoxa,8
16549,2023.0,invertebrates,Ampelisca heterodactyla,6
16550,2023.0,invertebrates,Ampelisca sarsi,4
16551,2023.0,invertebrates,Ampelisca spinimana,1
16552,2023.0,invertebrates,Ampelisca spinipes,2
16553,2023.0,invertebrates,Ampelisca tenuicornis,3
16554,2023.0,invertebrates,Ampelisca typica,1
16555,2023.0,invertebrates,Ampharete santillani,7
16556,2023.0,invertebrates,Ampharete sp.,2
16557,2023.0,invertebrates,Ampharetidae,1
16558,2023.0,invertebrates,Amphicteis gunneri,1
16559,2023.0,invertebrates,Amphictene auricoma,1
16560,2023.0,invertebrates,Amphipholis squamata,4
16561,2023.0,invertebrates,Amphiura chiajei,3
16562,2023.0,invertebrates,Amphiura filiformis,3
16563,2023.0,invertebrates,Amphiura sp.,1
16564,2023.0,invertebrates,Anapagurus hyndmanni,2
16565,2023.0,invertebrates,Ancistrosyllis groenlandica,1
16566,2023.0,invertebrates,Ancylus fluviatilis,1
16567,2023.0,invertebrates,Anobothrus sp.,2
16568,2023.0,invertebrates,Anoplodactylus petiolatus,2
16569,2023.0,invertebrates,Antalis agilis,1
16570,2023.0,invertebrates,Antalis entalis,1
16571,2023.0,invertebrates,Antalis novemcostata,1
16572,2023.0,invertebrates,Aonides oxycephala,3
16573,2023.0,invertebrates,Aonides paucibranchiata,1
16574,2023.0,invertebrates,Aphelochaeta sp.,3
16575,2023.0,invertebrates,Aponuphis bilineata,1
16576,2023.0,invertebrates,Aponuphis brementi,3
16577,2023.0,invertebrates,Aponuphis ornata,6
16578,2023.0,invertebrates,Arcuatula senhousia,2
16579,2023.0,invertebrates,Arichlidon reyssi,1
16580,2023.0,invertebrates,Aricidea catherinae,7
16581,2023.0,invertebrates,Aricidea claudiae,1
16582,2023.0,invertebrates,Aricidea pseudoarticulata,7
16583,2023.0,invertebrates,Aricidea quadrilobata,1
16584,2023.0,invertebrates,Aricidea roberti,3
16585,2023.0,invertebrates,Aricidea sp.,1
16586,2023.0,invertebrates,Aricidea suecica meridionalis,2
16587,2023.0,invertebrates,Armandia cirrhosa,4
16588,2023.0,invertebrates,Asbjornsenia pygmaea,5
16589,2023.0,invertebrates,Aspidosiphon muelleri,2
16590,2023.0,invertebrates,Asthenognathus atlanticus,1
16591,2023.0,invertebrates,Atherospio sp.,1
16592,2023.0,invertebrates,Autonoe spiniventris,5
16593,2023.0,invertebrates,Axinulus croulinensis,2
16594,2023.0,invertebrates,Balea heydeni,2
16595,2023.0,invertebrates,Bathyporeia elegans,6
16596,2023.0,invertebrates,Bathyporeia guilliamsoniana,3
16597,2023.0,invertebrates,Bathyporeia pelagica,2
16598,2023.0,invertebrates,Bathyporeia sp.,1
16599,2023.0,invertebrates,Bathyporeia tenuipes,4
16600,2023.0,invertebrates,Bela nebula,2
16601,2023.0,invertebrates,Bithyniidae,1
16602,2023.0,invertebrates,Bittium reticulatum,1
16603,2023.0,invertebrates,Bodotria scorpioides,1
16604,2023.0,invertebrates,Bogidiellidae,1
16605,2023.0,invertebrates,Branchiostoma lanceolatum,3
16606,2023.0,invertebrates,Caecum glabrum,1
16607,2023.0,invertebrates,Callianassa subterranea,2
16608,2023.0,invertebrates,Capitella capitata,18
16609,2023.0,invertebrates,Carcinus maenas,4
16610,2023.0,invertebrates,Caudofoveata,1
16611,2023.0,invertebrates,Caulleriella bioculata,1
16612,2023.0,invertebrates,Cavernularia pusilla,1
16613,2023.0,invertebrates,Cecilioides acicula,1
16614,2023.0,invertebrates,Centraloecetes kroyeranus,10
16615,2023.0,invertebrates,Centraloecetes striatus,1
16616,2023.0,invertebrates,Cerastoderma edule,1
16617,2023.0,invertebrates,Cerastoderma glaucum,2
16618,2023.0,invertebrates,Cerebratulus marginatus,1
16619,2023.0,invertebrates,Cerebratulus sp.,2
16620,2023.0,invertebrates,Chaetozone carpenteri,2
16621,2023.0,invertebrates,Chaetozone corona,1
16622,2023.0,invertebrates,Chaetozone elakata,2
16623,2023.0,invertebrates,Chaetozone gibber,14
16624,2023.0,invertebrates,Chaetozone sp.,2
16625,2023.0,invertebrates,Chaetozone zetlandica,3
16626,2023.0,invertebrates,Chamelea striatula,2
16627,2023.0,invertebrates,Cheirocratus sp.,1
16628,2023.0,invertebrates,Chirimia biceps,2
16629,2023.0,invertebrates,Chone filicaudata,1
16630,2023.0,invertebrates,Chone sp.,1
16631,2023.0,invertebrates,Cirriformia tentaculata,1
16632,2023.0,invertebrates,Cirrophorus nikebianchii,1
16633,2023.0,invertebrates,Cochlicopa lubrica,1
16634,2023.0,invertebrates,Cochlostoma elegans,1
16635,2023.0,invertebrates,Copepoda,11
16636,2023.0,invertebrates,Corbula gibba,12
16637,2023.0,invertebrates,Corophium multisetosum,1
16638,2023.0,invertebrates,Corophium urdaibaiense,2
16639,2023.0,invertebrates,Corophium volutator,3
16640,2023.0,invertebrates,Cossura pygodactylata,3
16641,2023.0,invertebrates,Cossura sp.,3
16642,2023.0,invertebrates,Cuspidaria cuspidata,1
16643,2023.0,invertebrates,Cuspidaria sp.,1
16644,2023.0,invertebrates,Cyathura carinata,21
16645,2023.0,invertebrates,Cylichna cylindracea,5
16646,2023.0,invertebrates,Decapoda,3
16647,2023.0,invertebrates,Desdemona ornata,2
16648,2023.0,invertebrates,Diastylis bradyi,3
16649,2023.0,invertebrates,Digitaria digitaria,1
16650,2023.0,invertebrates,Diogenes curvimanus,10
16651,2023.0,invertebrates,Diopatra micrura,1
16652,2023.0,invertebrates,Diplocirrus glaucus,1
16653,2023.0,invertebrates,Diplocirrus sp.,2
16654,2023.0,invertebrates,Diplocirrus stopbowitzi,2
16655,2023.0,invertebrates,Dipolydora commensalis,4
16656,2023.0,invertebrates,Dipolydora flava,2
16657,2023.0,invertebrates,Diptera,18
16658,2023.0,invertebrates,Ditrupa arietina,1
16659,2023.0,invertebrates,Dosinia lupinus,2
16660,2023.0,invertebrates,Drilonereis filum,3
16661,2023.0,invertebrates,Ebalia tumefacta,1
16662,2023.0,invertebrates,Echinocardium cordatum,11
16663,2023.0,invertebrates,Echinocyamus pusillus,10
16664,2023.0,invertebrates,Eclysippe vanelli,2
16665,2023.0,invertebrates,Edwardsia sp.,9
16666,2023.0,invertebrates,Edwardsiidae,2
16667,2023.0,invertebrates,Elphidium sp.,1
16668,2023.0,invertebrates,Enidae,1
16669,2023.0,invertebrates,Eocuma dollfusi,1
16670,2023.0,invertebrates,Episiphon filum,2
16671,2023.0,invertebrates,Erinaceusyllis sp.,1
16672,2023.0,invertebrates,Eteone foliosa,1
16673,2023.0,invertebrates,Euchone incolor,2
16674,2023.0,invertebrates,Euchone rosea,1
16675,2023.0,invertebrates,Euclymene collaris,1
16676,2023.0,invertebrates,Euclymene oerstedii,6
16677,2023.0,invertebrates,Euclymene sp.,1
16678,2023.0,invertebrates,Eudorella truncatula,1
16679,2023.0,invertebrates,Euglesa casertana,4
16680,2023.0,invertebrates,Eulalia sp.,2
16681,2023.0,invertebrates,Eumida sp.,7
16682,2023.0,invertebrates,Eunereis longissima,1
16683,2023.0,invertebrates,Eunice vittata,1
16684,2023.0,invertebrates,Eurydice affinis,1
16685,2023.0,invertebrates,Eurydice spinigera,1
16686,2023.0,invertebrates,Eurydice truncata,4
16687,2023.0,invertebrates,Eurysyllis tuberculata,3
16688,2023.0,invertebrates,Euspira nitida,2
16689,2023.0,invertebrates,Euthalenessa oculata,1
16690,2023.0,invertebrates,Exogone dispar,1
16691,2023.0,invertebrates,Exogone naidina,2
16692,2023.0,invertebrates,Fabulina fabula,11
16693,2023.0,invertebrates,Galathowenia oculata,12
16694,2023.0,invertebrates,Gallardoneris iberica,2
16695,2023.0,invertebrates,Gammarus sp.,4
16696,2023.0,invertebrates,Gari fervensis,2
16697,2023.0,invertebrates,Gastrosaccus roscoffensis,4
16698,2023.0,invertebrates,Gastrosaccus sanctus,7
16699,2023.0,invertebrates,Glycera alba,5
