year,taxagroup,siteid,sitename,decimallatitude,decimallongitude,age,value,cumulative_value
2014.0,fish,AAM,Artibai (Arrastre zona media estuario),43.3188221,-2.4249051,21,3,24
2020.0,fish,AAM,Artibai (Arrastre zona media estuario),43.3188221,-2.4249051,21,3,31
1997.0,fish,ABE,Butroe (Arrastre zona exterior estuario),43.4006921,-2.945083,26,3,3
2014.0,fish,ABE,Butroe (Arrastre zona exterior estuario),43.4006921,-2.945083,26,3,65
2021.0,macroalgae,M-EN3,Ibaizabal Zona 03. Estuario Macroalgas,43.3163148,-2.9964483,18,3,16
1994.0,fish,AME,Barbadun (Arrastre zona exterior estuario),43.34246,-3.1153919,31,3,21
2022.0,macroalgae,M-EOI5,Oiartzun Zona 05. Estuario Macroalgas,43.3167562,-1.9032381,18,3,19
2019.0,macroalgae,M-EOI5,Oiartzun Zona 05. Estuario Macroalgas,43.3167562,-1.9032381,18,3,16
2007.0,fish,BIDI,Bidasoa (Arrastre zona interior estuario_a),43.3482547,-1.7814582,19,3,4
2007.0,macroalgae,M-EOI5,Oiartzun Zona 05. Estuario Macroalgas,43.3167562,-1.9032381,18,3,6
2023.0,fish,BIDI,Bidasoa (Arrastre zona interior estuario_a),43.3482547,-1.7814582,19,3,18
2010.0,fish,BIDIb,Bidasoa (Arrastre zona interior estuario_b),43.3422605,-1.7707831,13,3,3
2014.0,macroalgae,M-LB16,Butroe Zona 01. Litoral Macroalgas. Height: 6,43.4180365,-2.9490202,12,3,15
2011.0,macroalgae,M-LB16,Butroe Zona 01. Litoral Macroalgas. Height: 6,43.4180365,-2.9490202,12,3,12
2008.0,macroalgae,M-LB16,Butroe Zona 01. Litoral Macroalgas. Height: 6,43.4180365,-2.9490202,12,3,9
2005.0,macroalgae,M-LB16,Butroe Zona 01. Litoral Macroalgas. Height: 6,43.4180365,-2.9490202,12,3,6
2002.0,macroalgae,M-LB16,Butroe Zona 01. Litoral Macroalgas. Height: 6,43.4180365,-2.9490202,12,3,3
2008.0,macroalgae,M-LB15,Butroe Zona 01. Litoral Macroalgas. Height: 5,43.4180365,-2.9490202,12,3,10
2005.0,macroalgae,M-LB15,Butroe Zona 01. Litoral Macroalgas. Height: 5,43.4180365,-2.9490202,12,3,7
2016.0,macroalgae,M-EOI5,Oiartzun Zona 05. Estuario Macroalgas,43.3167562,-1.9032381,18,3,13
2005.0,macroalgae,M-EOK10,Oka Zona 10.Estuario Macroalgas,43.3621546,-2.6750261,21,3,5
2004.0,macroalgae,M-EOI5,Oiartzun Zona 05. Estuario Macroalgas,43.3167562,-1.9032381,18,3,3
2023.0,macroalgae,M-EOK3,Oka Zona 03.Estuario Macroalgas,43.3876389,-2.6885329,21,3,36
2005.0,macroalgae,M-EOK4,Oka Zona 04.Estuario Macroalgas,43.3845654,-2.6874499,21,3,9
2005.0,invertebrates,E-BI10,Irun (Amute),43.3522399,-1.7912869,28,3,146
2002.0,macroalgae,M-EOK5,Oka Zona 05.Estuario Macroalgas,43.376824,-2.6883661,21,3,3
2007.0,fish,BIDM,Bidasoa (Arrastre zona media estuario),43.3558484,-1.7876737,19,3,5
2005.0,macroalgae,M-EOK5,Oka Zona 05.Estuario Macroalgas,43.376824,-2.6883661,21,3,6
2019.0,fish,BIDM,Bidasoa (Arrastre zona media estuario),43.3558484,-1.7876737,19,3,19
2022.0,fish,BIDM,Bidasoa (Arrastre zona media estuario),43.3558484,-1.7876737,19,3,22
2013.0,fish,OIAE,Oiartzun (Arrastre zona exterior estuario),43.3306812,-1.9245243,18,3,20
2002.0,macroalgae,M-LL16,Lea Zona 01. Litoral Macroalgas. Height: 6,43.3668689,-2.4972341,21,3,3
2013.0,fish,OIAI1,Oiartzun (Arrastre zona interior 1 estuario Lezo),43.3229141,-1.907814,18,3,14
2002.0,macroalgae,M-EOK8,Oka Zona 08.Estuario Macroalgas,43.3672337,-2.6816392,21,3,3
2023.0,fish,BIDE,Bidasoa (Arrastre zona exterior estuario),43.3725777,-1.7909941,19,3,33
2022.0,macroalgae,M-EOI4,Oiartzun Zona 04. Estuario Macroalgas,43.3182635,-1.9158887,18,3,16
2015.0,fish,AOE,Oria (Arrastre zona exterior estuario),43.2849592,-2.1291107,18,3,35
2003.0,macroalgae,M-EO8,Orio Zona 08. Estuario Macroalgas,43.2703614,-2.1010012,18,3,3
2012.0,macroalgae,M-EO11,Orio Zona 11. Estuario Macroalgas,43.2758858,-2.0958794,18,3,9
2006.0,macroalgae,M-EO2,Orio Zona 02. Estuario Macroalgas,43.2765099,-2.1322753,18,3,5
2009.0,macroalgae,M-EO2,Orio Zona 02. Estuario Macroalgas,43.2765099,-2.1322753,18,3,8
2007.0,macroalgae,M-LOI18,Oiartzun Zona 01. Litoral Macroalgas. Height: 8,43.3322386,-1.9486985,18,3,4
2012.0,macroalgae,M-EO3,Orio Zona 03. Estuario Macroalgas,43.2731257,-2.1324713,18,3,9
2003.0,macroalgae,M-EO5,Orio Zona 05. Estuario Macroalgas,43.2735382,-2.1228038,18,3,3
2006.0,macroalgae,M-EO5,Orio Zona 05. Estuario Macroalgas,43.2735382,-2.1228038,18,3,6
1998.0,invertebrates,E-L10,Lekeitio (Molino),43.360204,-2.4989305,28,3,21
2009.0,macroalgae,M-EO5,Orio Zona 05. Estuario Macroalgas,43.2735382,-2.1228038,18,3,9
2012.0,fish,AOI,Oria (Arrastre zona interior estuario),43.2756116,-2.0964997,18,3,25
2020.0,fish,AOKE,Oka (Arrastre zona exterior estuario),43.3850936,-2.686336,21,3,39
2018.0,macroalgae,M-EO6,Orio Zona 06. Estuario Macroalgas,43.2758713,-2.1124183,18,3,23
2002.0,fish,AOKM,Oka (Arrastre zona media estuario),43.3707337,-2.6806211,21,3,3
2019.0,macroalgae,M-EOI4,Oiartzun Zona 04. Estuario Macroalgas,43.3182635,-1.9158887,18,3,13
2003.0,macroalgae,M-EO9,Orio Zona 09. Estuario Macroalgas,43.2702269,-2.0976514,18,3,3
2005.0,macroalgae,M-LL16,Lea Zona 01. Litoral Macroalgas. Height: 6,43.3668689,-2.4972341,21,3,6
2006.0,macroalgae,M-EO9,Orio Zona 09. Estuario Macroalgas,43.2702269,-2.0976514,18,3,6
2009.0,macroalgae,M-EO9,Orio Zona 09. Estuario Macroalgas,43.2702269,-2.0976514,18,3,9
2016.0,macroalgae,M-EOI2,Oiartzun Zona 02. Estuario Macroalgas,43.3223631,-1.9295427,18,3,9
2019.0,macroalgae,M-EOI2,Oiartzun Zona 02. Estuario Macroalgas,43.3223631,-1.9295427,18,3,12
2022.0,macroalgae,M-EOI2,Oiartzun Zona 02. Estuario Macroalgas,43.3223631,-1.9295427,18,3,15
2010.0,macroalgae,M-EOI3,Oiartzun Zona 03. Estuario Macroalgas,43.3211497,-1.9154427,18,3,11
2017.0,fish,AOKM,Oka (Arrastre zona media estuario),43.3707337,-2.6806211,21,3,51
2013.0,macroalgae,M-EOI3,Oiartzun Zona 03. Estuario Macroalgas,43.3211497,-1.9154427,18,3,14
2023.0,fish,AOKM,Oka (Arrastre zona media estuario),43.3707337,-2.6806211,21,3,58
2016.0,macroalgae,M-EOI3,Oiartzun Zona 03. Estuario Macroalgas,43.3211497,-1.9154427,18,3,17
2005.0,macroalgae,M-EOK8,Oka Zona 08.Estuario Macroalgas,43.3672337,-2.6816392,21,3,6
2004.0,macroalgae,M-EU1,Urola Zona 01. Estuario Macroalgas,43.2992644,-2.2534872,18,3,3
2013.0,macroalgae,M-EU1,Urola Zona 01. Estuario Macroalgas,43.2992644,-2.2534872,18,3,10
2022.0,macroalgae,M-EUR5,Urumea Zona 05. Estuario Macroalgas,43.3124363,-1.974319,18,3,22
2002.0,macroalgae,M-LA26,Artibai Zona 02. Litoral Macroalgas. Height: 6,43.3230751,-2.4112981,21,3,3
2010.0,macroalgae,M-EUR3,Urumea Zona 03. Estuario Macroalgas,43.3144294,-1.9786878,18,3,11
2013.0,macroalgae,M-EUR3,Urumea Zona 03. Estuario Macroalgas,43.3144294,-1.9786878,18,3,14
2016.0,macroalgae,M-EUR3,Urumea Zona 03. Estuario Macroalgas,43.3144294,-1.9786878,18,3,17
2019.0,macroalgae,M-EUR3,Urumea Zona 03. Estuario Macroalgas,43.3144294,-1.9786878,18,3,20
2022.0,macroalgae,M-EUR3,Urumea Zona 03. Estuario Macroalgas,43.3144294,-1.9786878,18,3,23
2022.0,fish,UROM,Urola (Arrastre zona media estuario),43.2937032,-2.2471819,18,3,48
2002.0,macroalgae,M-LOK46,Oka Zona 04. Litoral Macroalgas. Height: 6,43.4023519,-2.6851602,3,3,3
2007.0,fish,UROI,Urola (Arrastre zona interior estuario),43.2808249,-2.255167,18,3,9
2010.0,macroalgae,M-EUR5,Urumea Zona 05. Estuario Macroalgas,43.3124363,-1.974319,18,3,11
2013.0,macroalgae,M-EUR5,Urumea Zona 05. Estuario Macroalgas,43.3124363,-1.974319,18,3,14
2019.0,macroalgae,M-EUR5,Urumea Zona 05. Estuario Macroalgas,43.3124363,-1.974319,18,3,19
2010.0,macroalgae,M-EUR6,Urumea Zona 06. Estuario Macroalgas,43.3130457,-1.9649986,18,3,11
2016.0,macroalgae,M-EU1,Urola Zona 01. Estuario Macroalgas,43.2992644,-2.2534872,18,3,13
2016.0,macroalgae,M-EUR6,Urumea Zona 06. Estuario Macroalgas,43.3130457,-1.9649986,18,3,16
2004.0,macroalgae,M-EUR7,Urumea Zona 07. Estuario Macroalgas,43.3100191,-1.9648773,18,3,3
1990.0,fish,PV_GAL_LAMIAKO,Nerbioi interior (Arrastre zona exterior masa de agua),43.320628,-3.006056,34,3,10
2004.0,macroalgae,M-LOI26,Oiartzun Zona 02. Litoral Macroalgas. Height: 6,43.3357606,-1.927494,12,3,3
2010.0,macroalgae,M-LOI26,Oiartzun Zona 02. Litoral Macroalgas. Height: 6,43.3357606,-1.927494,12,3,11
2005.0,macroalgae,M-LOK35,Oka Zona 03. Litoral Macroalgas. Height: 5,43.3945841,-2.6929056,3,3,6
2002.0,macroalgae,M-LOK35,Oka Zona 03. Litoral Macroalgas. Height: 5,43.3945841,-2.6929056,3,3,3
2005.0,macroalgae,M-LOK34,Oka Zona 03. Litoral Macroalgas. Height: 4,43.3945841,-2.6929056,3,3,7
2002.0,macroalgae,M-LOK16,Oka Zona 01. Litoral Macroalgas. Height: 6,43.4090005,-2.6963528,3,3,3
2002.0,fish,PV_GAL_OLABEAGA,Nerbioi interior (Arrastre zona interior masa de agua),43.267331,-2.957217,21,3,3
2023.0,macroalgae,M-LA212,Artibai Zona 02. Litoral Macroalgas. Height: 12,43.3230751,-2.4112981,12,3,33
2011.0,macroalgae,M-LA213,Artibai Zona 02. Litoral Macroalgas. Height: 13,43.3230751,-2.4112981,6,3,3
2005.0,macroalgae,M-LA26,Artibai Zona 02. Litoral Macroalgas. Height: 6,43.3230751,-2.4112981,21,3,6
2008.0,macroalgae,M-LA26,Artibai Zona 02. Litoral Macroalgas. Height: 6,43.3230751,-2.4112981,21,3,9
2022.0,macroalgae,M-EUR2,Urumea Zona 02. Estuario Macroalgas,43.3192152,-1.978176,18,3,22
2019.0,macroalgae,M-EUR2,Urumea Zona 02. Estuario Macroalgas,43.3192152,-1.978176,18,3,19
2019.0,macroalgae,M-EU1,Urola Zona 01. Estuario Macroalgas,43.2992644,-2.2534872,18,3,16
2022.0,macroalgae,M-EU1,Urola Zona 01. Estuario Macroalgas,43.2992644,-2.2534872,18,3,19
2007.0,macroalgae,M-EU2,Urola Zona 02. Estuario Macroalgas,43.2984096,-2.2508347,18,3,7
2004.0,macroalgae,M-EU3,Urola Zona 03. Estuario Macroalgas,43.2948007,-2.2580414,18,3,3
2007.0,macroalgae,M-EU3,Urola Zona 03. Estuario Macroalgas,43.2948007,-2.2580414,18,3,6
2014.0,macroalgae,M-LOK61,Oka Zona 06. Litoral Macroalgas. Height: 1,43.4120248,-2.6762294,15,3,50
2008.0,macroalgae,M-LOK58,Oka Zona 05. Litoral Macroalgas. Height: 8,43.4105988,-2.6980863,0,3,3
2004.0,macroalgae,M-EU4,Urola Zona 04. Estuario Macroalgas,43.2917881,-2.2448757,18,3,3
2013.0,macroalgae,M-EU6,Urola Zona 06. Estuario Macroalgas,43.2806892,-2.2550701,18,3,7
2016.0,fish,OIAI2,Oiartzun (Arrastre zona interior 2 estuario Herrera),43.3223947,-1.9290735,18,3,14
2022.0,fish,OIAI2,Oiartzun (Arrastre zona interior 2 estuario Herrera),43.3223947,-1.9290735,18,3,22
2004.0,fish,OIAM,Oiartzun (Arrastre zona media estuario),43.3234543,-1.9201378,18,3,3
2013.0,fish,OIAM,Oiartzun (Arrastre zona media estuario),43.3234543,-1.9201378,18,3,19
2010.0,macroalgae,M-EUR1,Urumea Zona 01. Estuario Macroalgas,43.3222495,-1.9791612,18,3,11
2013.0,macroalgae,M-EUR1,Urumea Zona 01. Estuario Macroalgas,43.3222495,-1.9791612,18,3,14
2016.0,macroalgae,M-EUR1,Urumea Zona 01. Estuario Macroalgas,43.3222495,-1.9791612,18,3,17
2019.0,macroalgae,M-EUR1,Urumea Zona 01. Estuario Macroalgas,43.3222495,-1.9791612,18,3,20
2022.0,macroalgae,M-EUR1,Urumea Zona 01. Estuario Macroalgas,43.3222495,-1.9791612,18,3,23
2004.0,macroalgae,M-EUR2,Urumea Zona 02. Estuario Macroalgas,43.3192152,-1.978176,18,3,3
2016.0,fish,URUM,Urumea (Arrastre zona media estuario),43.3086157,-1.9740256,18,3,27
2013.0,fish,URUI,Urumea (Arrastre zona interior estuario),43.312791,-1.9647193,18,3,30
2010.0,macroalgae,M-EUR2,Urumea Zona 02. Estuario Macroalgas,43.3192152,-1.978176,18,3,10
2013.0,macroalgae,M-EUR2,Urumea Zona 02. Estuario Macroalgas,43.3192152,-1.978176,18,3,13
2016.0,macroalgae,M-EUR2,Urumea Zona 02. Estuario Macroalgas,43.3192152,-1.978176,18,3,16
2012.0,macroalgae,M-EO10,Orio Zona 10. Estuario Macroalgas,43.2696264,-2.093446,18,3,9
2020.0,macroalgae,M-EA4,Artibai Zona 04.Estuario Macroalgas,43.3188291,-2.4353507,21,3,22
2012.0,fish,ANM,Ibaizabal (Arrastre zona media estuario),43.3129107,-2.9904061,18,3,15
1994.0,fish,AMM,Barbadun (Arrastre zona media estuario),43.3361604,-3.1117531,31,3,23
2006.0,macroalgae,M-EO1,Orio Zona 01. Estuario Macroalgas,43.2883975,-2.1312928,18,3,4
2015.0,fish,ANM,Ibaizabal (Arrastre zona media estuario),43.3129107,-2.9904061,18,3,18
2014.0,macroalgae,M-LB26,Butroe Zona 02. Litoral Macroalgas. Height: 6,43.4181537,-2.9494895,18,3,9
2006.0,invertebrates,E-N10,Bilbao (Puente de Deusto),43.2696547,-2.9390273,21,3,28
2007.0,invertebrates,E-N10,Bilbao (Puente de Deusto),43.2696547,-2.9390273,21,3,31
2018.0,fish,ANI,Ibaizabal (Arrastre zona interior estuario),43.2888561,-2.9706504,18,3,33
2006.0,fish,ANE,Ibaizabal (Arrastre zona exterior estuario),43.3243095,-3.0182416,18,3,4
2006.0,fish,ANM,Ibaizabal (Arrastre zona media estuario),43.3129107,-2.9904061,18,3,8
2012.0,fish,AOE,Oria (Arrastre zona exterior estuario),43.2849592,-2.1291107,18,3,32
2008.0,macroalgae,M-LB27,Butroe Zona 02. Litoral Macroalgas. Height: 7,43.4181537,-2.9494895,21,3,7
2022.0,fish,OIAI1,Oiartzun (Arrastre zona interior 1 estuario Lezo),43.3229141,-1.907814,18,2,24
2023.0,biota,I-UR10,Donostia (puente del Kursaal) (Moluscos),43.3244369,-1.9800989,29,2,983
2016.0,fish,BIDM,Bidasoa (Arrastre zona media estuario),43.3558484,-1.7876737,19,2,16
2005.0,macroalgae,M-EL6,Lea Zona 06.Estuario Macroalgas,43.3537868,-2.5016733,21,2,4
2008.0,macroalgae,M-EL6,Lea Zona 06.Estuario Macroalgas,43.3537868,-2.5016733,21,2,6
2023.0,fish,BIDM,Bidasoa (Arrastre zona media estuario),43.3558484,-1.7876737,19,2,24
2011.0,macroalgae,M-EL6,Lea Zona 06.Estuario Macroalgas,43.3537868,-2.5016733,21,2,8
2016.0,macroalgae,M-EUR5,Urumea Zona 05. Estuario Macroalgas,43.3124363,-1.974319,18,2,16
2022.0,fish,OIAE,Oiartzun (Arrastre zona exterior estuario),43.3306812,-1.9245243,18,2,37
2007.0,fish,OIAI1,Oiartzun (Arrastre zona interior 1 estuario Lezo),43.3229141,-1.907814,18,2,3
1999.0,invertebrates,L-N20,Litoral de Sopelana,43.3992447,-3.0206474,28,2,66
2023.0,biota,I-M10,Pobeña (puente) (Moluscos),43.3473524,-3.1212372,29,2,994
2008.0,macroalgae,M-EB5,Butroe Zona 05.Estuario Macroalgas,43.3982609,-2.9450234,21,2,7
2002.0,macroalgae,M-EA7,Artibai Zona 07.Estuario Macroalgas,43.3214449,-2.4399267,21,2,2
2014.0,macroalgae,M-EB6,Butroe Zona 06.Estuario Macroalgas,43.3967373,-2.9414685,21,2,6
2005.0,macroalgae,M-EA7,Artibai Zona 07.Estuario Macroalgas,43.3214449,-2.4399267,21,2,4
2002.0,macroalgae,M-EL6,Lea Zona 06.Estuario Macroalgas,43.3537868,-2.5016733,21,2,2
1997.0,fish,AME,Barbadun (Arrastre zona exterior estuario),43.34246,-3.1153919,31,2,31
2021.0,biota,I-M10,Pobeña (puente) (Moluscos),43.3473524,-3.1212372,29,2,990
2011.0,macroalgae,M-EA7,Artibai Zona 07.Estuario Macroalgas,43.3214449,-2.4399267,21,2,8
2022.0,biota,I-M10,Pobeña (puente) (Moluscos),43.3473524,-3.1212372,29,2,992
2014.0,macroalgae,M-EL6,Lea Zona 06.Estuario Macroalgas,43.3537868,-2.5016733,21,2,10
2008.0,macroalgae,M-EA7,Artibai Zona 07.Estuario Macroalgas,43.3214449,-2.4399267,21,2,6
2004.0,macroalgae,M-LBI217,Bidasoa Zona 02. Litoral Macroalgas. Height: 17,43.391142,-1.7907362,18,2,2
2002.0,macroalgae,M-LOK41,Oka Zona 04. Litoral Macroalgas. Height: 1,43.4023519,-2.6851602,3,2,2
2006.0,macroalgae,M-LM29,Barbadún Zona 02. Litoral Macroalgas. Height: 9,43.3526642,-3.1133258,18,2,4
2011.0,macroalgae,M-LB27,Butroe Zona 02. Litoral Macroalgas. Height: 7,43.4181537,-2.9494895,21,2,9
2011.0,fish,ABE,Butroe (Arrastre zona exterior estuario),43.4006921,-2.945083,26,2,62
2011.0,macroalgae,M-EB9,Butroe Zona 09.Estuario Macroalgas,43.3959885,-2.9237124,21,2,6
2018.0,macroalgae,M-EN3,Ibaizabal Zona 03. Estuario Macroalgas,43.3163148,-2.9964483,18,2,13
2008.0,macroalgae,M-EB9,Butroe Zona 09.Estuario Macroalgas,43.3959885,-2.9237124,21,2,4
2008.0,macroalgae,M-EA2,Artibai Zona 02.Estuario Macroalgas,43.3201352,-2.4281855,21,2,6
2005.0,macroalgae,M-EA2,Artibai Zona 02.Estuario Macroalgas,43.3201352,-2.4281855,21,2,4
2009.0,macroalgae,M-LM29,Barbadún Zona 02. Litoral Macroalgas. Height: 9,43.3526642,-3.1133258,18,2,6
1998.0,fish,ABE,Butroe (Arrastre zona exterior estuario),43.4006921,-2.945083,26,2,5
2002.0,macroalgae,M-EL5,Lea Zona 05.Estuario Macroalgas,43.3563928,-2.504589,21,2,2
2023.0,fish,AAM,Artibai (Arrastre zona media estuario),43.3188221,-2.4249051,21,2,33
2017.0,macroalgae,M-EOK3,Oka Zona 03.Estuario Macroalgas,43.3876389,-2.6885329,21,2,31
2020.0,macroalgae,M-EOK3,Oka Zona 03.Estuario Macroalgas,43.3876389,-2.6885329,21,2,33
2004.0,fish,BIDM,Bidasoa (Arrastre zona media estuario),43.3558484,-1.7876737,19,2,2
2014.0,macroalgae,M-LB27,Butroe Zona 02. Litoral Macroalgas. Height: 7,43.4181537,-2.9494895,21,2,11
2003.0,macroalgae,M-LM29,Barbadún Zona 02. Litoral Macroalgas. Height: 9,43.3526642,-3.1133258,18,2,2
2002.0,macroalgae,M-EA2,Artibai Zona 02.Estuario Macroalgas,43.3201352,-2.4281855,21,2,2
2013.0,macroalgae,M-EUR6,Urumea Zona 06. Estuario Macroalgas,43.3130457,-1.9649986,18,2,13
2020.0,fish,AAI,Artibai (Arrastre zona interior estuario),43.3203437,-2.4284549,21,2,33
1996.0,invertebrates,E-O10,Orio (Puente de La Autopista),43.282646,-2.1316088,28,2,6
2016.0,fish,BIDIb,Bidasoa (Arrastre zona interior estuario_b),43.3422605,-1.7707831,13,2,6
2019.0,fish,BIDIb,Bidasoa (Arrastre zona interior estuario_b),43.3422605,-1.7707831,13,2,8
2008.0,invertebrates,L-N10,Litoral del Abra (Frente al Superpuerto),43.3825769,-3.0819745,28,2,246
2022.0,fish,BIDIb,Bidasoa (Arrastre zona interior estuario_b),43.3422605,-1.7707831,13,2,10
2023.0,fish,BIDIb,Bidasoa (Arrastre zona interior estuario_b),43.3422605,-1.7707831,13,2,12
2021.0,biota,I-UR10,Donostia (puente del Kursaal) (Moluscos),43.3244369,-1.9800989,29,2,979
2022.0,biota,I-UR10,Donostia (puente del Kursaal) (Moluscos),43.3244369,-1.9800989,29,2,981
2007.0,macroalgae,M-EU1,Urola Zona 01. Estuario Macroalgas,43.2992644,-2.2534872,18,2,5
1998.0,fish,AME,Barbadun (Arrastre zona exterior estuario),43.34246,-3.1153919,31,2,33
2005.0,macroalgae,M-EB3,Butroe Zona 03.Estuario Macroalgas,43.4028185,-2.9480573,21,2,5
2008.0,macroalgae,M-LL24,Lea Zona 02. Litoral Macroalgas. Height: 4,43.3648465,-2.4960042,12,2,6
2011.0,macroalgae,M-LL24,Lea Zona 02. Litoral Macroalgas. Height: 4,43.3648465,-2.4960042,12,2,8
2007.0,macroalgae,M-EUR4,Urumea Zona 04. Estuario Macroalgas,43.3084945,-1.9775788,18,2,4
2004.0,macroalgae,M-EUR4,Urumea Zona 04. Estuario Macroalgas,43.3084945,-1.9775788,18,2,2
2006.0,macroalgae,M-LM110,Barbadún Zona 01. Litoral Macroalgas. Height: 10,43.3490175,-3.1219192,0,2,2
2003.0,macroalgae,M-EM4,Barbadún Zona 04. Estuario Macroalgas,43.3380328,-3.1122624,18,2,2
2006.0,macroalgae,M-EM4,Barbadún Zona 04. Estuario Macroalgas,43.3380328,-3.1122624,18,2,4
2006.0,macroalgae,M-LM11,Barbadún Zona 01. Litoral Macroalgas. Height: 1,43.3490175,-3.1219192,12,2,5
2018.0,fish,URUM,Urumea (Arrastre zona media estuario),43.3086157,-1.9740256,18,2,29
2022.0,fish,URUI,Urumea (Arrastre zona interior estuario),43.312791,-1.9647193,18,2,41
2002.0,macroalgae,M-EB11,Butroe Zona 11.Estuario Macroalgas,43.3912487,-2.9186806,21,2,2
2016.0,fish,URUE,Urumea (Arrastre zona exterior estuario),43.3221042,-1.9790279,18,2,25
2005.0,macroalgae,M-EB2,Butroe Zona 02.Estuario Macroalgas,43.4028562,-2.9517622,21,2,4
2002.0,macroalgae,M-EB2,Butroe Zona 02.Estuario Macroalgas,43.4028562,-2.9517622,21,2,2
2014.0,macroalgae,M-EB13,Butroe Zona 13.Estuario Macroalgas,43.3812564,-2.9225951,21,2,10
2011.0,macroalgae,M-EB13,Butroe Zona 13.Estuario Macroalgas,43.3812564,-2.9225951,21,2,8
2008.0,macroalgae,M-EB13,Butroe Zona 13.Estuario Macroalgas,43.3812564,-2.9225951,21,2,6
2005.0,macroalgae,M-EB13,Butroe Zona 13.Estuario Macroalgas,43.3812564,-2.9225951,21,2,4
2023.0,biota,I-O10,Orio (puente de la autopista) (Moluscos),43.2833516,-2.1308592,29,2,994
2022.0,biota,I-O10,Orio (puente de la autopista) (Moluscos),43.2833516,-2.1308592,29,2,992
2021.0,biota,I-O10,Orio (puente de la autopista) (Moluscos),43.2833516,-2.1308592,29,2,990
2005.0,macroalgae,M-EB11,Butroe Zona 11.Estuario Macroalgas,43.3912487,-2.9186806,21,2,4
2002.0,macroalgae,M-EB13,Butroe Zona 13.Estuario Macroalgas,43.3812564,-2.9225951,21,2,2
2023.0,macroalgae,M-EB12,Butroe Zona 12.Estuario Macroalgas,43.3840122,-2.9232212,21,2,9
2009.0,macroalgae,M-EN1,Ibaizabal Zona 01. Estuario Macroalgas,43.3310346,-3.0253733,18,2,14
2005.0,macroalgae,M-EB10,Butroe Zona 10.Estuario Macroalgas,43.398102,-2.9199063,21,2,3
2005.0,macroalgae,M-LL24,Lea Zona 02. Litoral Macroalgas. Height: 4,43.3648465,-2.4960042,12,2,4
2005.0,macroalgae,M-EB5,Butroe Zona 05.Estuario Macroalgas,43.3982609,-2.9450234,21,2,5
2020.0,biota,I-OK10,Mundaka (puerto) (Moluscos),43.4081197,-2.6969871,29,2,991
2009.0,macroalgae,M-EO10,Orio Zona 10. Estuario Macroalgas,43.2696264,-2.093446,18,2,6
2011.0,macroalgae,M-EA2,Artibai Zona 02.Estuario Macroalgas,43.3201352,-2.4281855,21,2,8
2010.0,macroalgae,M-EU1,Urola Zona 01. Estuario Macroalgas,43.2992644,-2.2534872,18,2,7
2014.0,macroalgae,M-EA7,Artibai Zona 07.Estuario Macroalgas,43.3214449,-2.4399267,21,2,10
2003.0,macroalgae,M-LD212,Deba Zona 02. Litoral Macroalgas. Height: 12,43.3024359,-2.3449192,18,2,2
2012.0,macroalgae,M-LM210,Barbadún Zona 02. Litoral Macroalgas. Height: 10,43.3526642,-3.1133258,9,2,2
2012.0,macroalgae,M-EM1,Barbadún Zona 01. Estuario Macroalgas,43.3456214,-3.1231832,15,2,5
2002.0,macroalgae,M-EB1,Butroe Zona 01.Estuario Macroalgas,43.4068353,-2.9498447,21,2,2
2004.0,macroalgae,M-LUR29,Urumea Zona 02. Litoral Macroalgas. Height: 9,43.3295506,-1.9719588,18,2,2
2010.0,macroalgae,M-EU3,Urola Zona 03. Estuario Macroalgas,43.2948007,-2.2580414,18,2,8
2013.0,macroalgae,M-EU3,Urola Zona 03. Estuario Macroalgas,43.2948007,-2.2580414,18,2,10
2016.0,macroalgae,M-EU3,Urola Zona 03. Estuario Macroalgas,43.2948007,-2.2580414,18,2,12
2008.0,macroalgae,M-EB1,Butroe Zona 01.Estuario Macroalgas,43.4068353,-2.9498447,21,2,5
2003.0,macroalgae,M-LM18,Barbadún Zona 01. Litoral Macroalgas. Height: 8,43.3490175,-3.1219192,9,2,2
2013.0,fish,UROI,Urola (Arrastre zona interior estuario),43.2808249,-2.255167,18,2,17
2016.0,macroalgae,M-LBI217,Bidasoa Zona 02. Litoral Macroalgas. Height: 17,43.391142,-1.7907362,18,2,13
2013.0,fish,UROM,Urola (Arrastre zona media estuario),43.2937032,-2.2471819,18,2,30
2010.0,macroalgae,M-EU6,Urola Zona 06. Estuario Macroalgas,43.2806892,-2.2550701,18,2,4
2020.0,biota,I-U10,Zumaia (desembocadura) (Moluscos),43.3017362,-2.2500541,29,2,990
2019.0,macroalgae,M-LBI217,Bidasoa Zona 02. Litoral Macroalgas. Height: 17,43.391142,-1.7907362,18,2,15
2022.0,macroalgae,M-LBI217,Bidasoa Zona 02. Litoral Macroalgas. Height: 17,43.391142,-1.7907362,18,2,17
2005.0,macroalgae,M-LOK47,Oka Zona 04. Litoral Macroalgas. Height: 7,43.4023519,-2.6851602,3,2,3
1992.0,fish,AMI,Barbadun (Arrastre zona interior estuario),43.3304106,-3.1166272,31,2,16
2002.0,macroalgae,M-LL24,Lea Zona 02. Litoral Macroalgas. Height: 4,43.3648465,-2.4960042,12,2,2
2007.0,fish,OIAM,Oiartzun (Arrastre zona media estuario),43.3234543,-1.9201378,18,2,5
2014.0,macroalgae,M-EB9,Butroe Zona 09.Estuario Macroalgas,43.3959885,-2.9237124,21,2,8
